LOCATION,INDICATOR,,FREQUENCY,TIME,Flag Codes,Tons of Beef,Beef kg/cap,Tons of Pork,Pork kg/cap,Tons of Poultry,Poultry kg/cap,Tons of Sheep,Sheep kg/cap
WLD,MEATCONSUMP,,A,2016,,67505.862,6.357,118505.67,12.435,119117.55,14.101,14644.143,1.734
WLD,MEATCONSUMP,,A,2017,,68461.965,6.375,119446.18,12.394,120704.57,14.13,14891.121,1.743
WLD,MEATCONSUMP,,A,2018,,69499.688,6.401,120114.95,12.327,123795.16,14.334,15068.615,1.745
WLD,MEATCONSUMP,,A,2019,,70474.255,6.421,109244.95,11.091,128757.96,14.748,15278.749,1.75
ZAF,MEATCONSUMP,,A,1990,,719,13.4,130.149,2.703,556.058,13.028,168.477,3.947
ZAF,MEATCONSUMP,,A,1991,,741,13.495,113.43,2.302,525.333,12.027,169.023,3.87
ZAF,MEATCONSUMP,,A,1992,,718,12.769,129.246,2.561,535.321,11.969,178.516,3.991
ZAF,MEATCONSUMP,,A,1993,,663,11.516,122.124,2.364,546.669,11.937,164.846,3.6
ZAF,MEATCONSUMP,,A,1994,,587,9.969,122.472,2.318,628.9,13.427,196.4,4.193
ZAF,MEATCONSUMP,,A,1995,,591,9.829,138.541,2.568,709.422,14.833,155.765,3.257
ZAF,MEATCONSUMP,,A,1996,,573,9.35,135.016,2.455,710.258,14.57,164.285,3.37
ZAF,MEATCONSUMP,,A,1997,,560,8.979,129.949,2.322,780.825,15.739,163.139,3.288
ZAF,MEATCONSUMP,,A,1998,,560,8.834,124.446,2.188,725.003,14.379,161.125,3.196
ZAF,MEATCONSUMP,,A,1999,,671,10.424,132.945,2.301,800.037,15.625,186.285,3.638
ZAF,MEATCONSUMP,,A,2000,,618.52,9.468,122.561,2.091,894.465,17.213,164.066,3.157
ZAF,MEATCONSUMP,,A,2001,,604.293,9.119,124.711,2.097,953.234,18.084,146.713,2.783
ZAF,MEATCONSUMP,,A,2002,,611.888,9.108,124.375,2.063,1003.441,18.777,145.494,2.723
ZAF,MEATCONSUMP,,A,2003,,638.899,9.386,171.154,2.802,1046.535,19.328,143.83,2.656
ZAF,MEATCONSUMP,,A,2004,,691.573,10.034,185.856,3.005,1084.411,19.779,166.946,3.045
ZAF,MEATCONSUMP,,A,2005,,765.158,10.971,175.83,2.809,1162.906,20.962,166.949,3.009
ZAF,MEATCONSUMP,,A,2006,,849.466,12.046,207.528,3.279,1262.309,22.503,178.666,3.185
ZAF,MEATCONSUMP,,A,2007,,847.365,11.89,214.933,3.361,1399.705,24.691,208.12,3.671
ZAF,MEATCONSUMP,,A,2008,,799.331,11.099,197.928,3.062,1547.519,27.014,198.552,3.466
ZAF,MEATCONSUMP,,A,2009,,807.91,11.095,215.557,3.299,1598.91,27.605,185.295,3.199
ZAF,MEATCONSUMP,,A,2010,,891.885,12.103,232.727,3.519,1671.001,28.506,175.008,2.986
ZAF,MEATCONSUMP,,A,2011,,874.988,11.719,239.887,3.58,1772.399,29.843,163.417,2.752
ZAF,MEATCONSUMP,,A,2012,,880.904,11.635,248.249,3.654,1829.434,30.377,171.925,2.855
ZAF,MEATCONSUMP,,A,2013,,950.284,12.372,242.133,3.513,2009.806,32.894,192.734,3.154
ZAF,MEATCONSUMP,,A,2014,,980.541,12.585,235.312,3.365,2113.786,34.106,202.84,3.273
ZAF,MEATCONSUMP,,A,2015,,1034.663,13.099,249.715,3.523,2131.448,33.924,188.406,2.999
ZAF,MEATCONSUMP,,A,2016,,1050.826,13.132,248.023,3.454,2161.028,33.95,188.225,2.957
ZAF,MEATCONSUMP,,A,2017,,977.709,12.067,246.33,3.388,2150.789,33.371,172.697,2.68
ZAF,MEATCONSUMP,,A,2018,,963.511,11.751,272.1,3.698,2266.658,34.751,171.621,2.631
ZAF,MEATCONSUMP,,A,2019,,924.244,11.142,274.399,3.686,2257.916,34.22,170.9,2.59
